id,Title,User name,User Location,District,Participant Count,Men,Women,Children,Date of Discussion,Challenges,Solutions,Author,Organization,Language,Session Created At,Image Urls,PDF Urls,Transcript Link
"40,965",Ground Realities: Education Challenges and Community Responses,jayalaxmamma,"Maragoudanahalli, Mandya, Karnataka",Mandya,23,,20,3,2026-05-21,1. We need better education in our town. | 2. Need a school compound | 3. Playground for school,1. Debt compounding was discussed.,120,ENN AARR ELL EMM,en,"May 21, 2026, 4:27 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40965/1779361973-IMG-20260521-WA0018.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40965/1779362058-IMG-20260520-WA0083.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40965/1779362083-IMG-20260520-WA0082.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40965/1779362113-IMG-20260520-WA0081.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40965/1779362153-IMG-20260520-WA0080.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40965/1779362190-IMG-20260520-WA0079.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40965/1779362221-IMG-20260520-WA0078.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40965/1779362262-IMG-20260520-WA0079.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40965/1779362284-IMG-20260520-WA0077.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40965/1779362313-IMG-20260520-WA0076.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40965/1779362337-IMG-20260520-WA0077.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40965/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,82appl0hkbx0h18eu6pi6ikil870ej6r
"40,969",Ground Realities: Education Challenges and Community Responses,jayalaxmamma,"Maragoudanahalli, Mandya, Karnataka",Mandya,20,,20,,2026-05-21,1. The community discussed the transportation system. | 2. The school needs good teachers.,1. It was discussed to write an application to the Transport Depot Officer,120,Sanjeevini Okkoota,en,"May 21, 2026, 9:35 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40969/1779380187-IMG_20260521_193130.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40969/1779380477-IMG_20260521_193301.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40969/1779380254-IMG_20260521_193152.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40969/1779380704-IMG_20260521_193244.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40969/1779380307-IMG_20260521_193203.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40969/1779380548-IMG_20260521_193206.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40969/1779380371-IMG_20260521_193205.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40969/1779380087-IMG_20260521_193128.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40969/1779380619-IMG_20260521_193734.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40969/1779380422-IMG_20260521_193244.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40969/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,86141zyod1n9daby0hzdbgg0schp6dhd
"40,970",Ground Realities: Education Challenges and Community Responses,Poornima,"Engy Badavane, Mandya Jille, Karnataka Raajya",Mandya,15,,15,,2026-05-20,1. Repair of school compound | 2. Clean drinking water repair | 3. Increasing the number of children | 4. About maintaining cleanliness in school,1. A letter was written to the concerned department.,120,Siksha Graha,en,"May 21, 2026, 9:50 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40970/1779380879-20260519_174434.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40970/1779380956-20260519_174450.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40970/1779380896-20260519_174444.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40970/1779380924-20260519_174223.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40970/1779380939-20260519_174438.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40970/1779380974-20260519_174456.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40970/1779380990-20260519_174503.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40970/1779381004-20260519_174517.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40970/1779381019-20260519_174756.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40970/1779381037-20260519_174804.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40970/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,n22y3ltm4zfp22vjw2tb025dfzq83iu3
"40,971",Ground Realities: Education Challenges and Community Responses,Mahadevi,"Beechanahalli Grama, Dudda Grama Panchayiti, Mandya Talooku, Mandya Jille, Karnataka Rajya",Mandya,40,,35,5,2026-05-20,1. Lack of children in school | 2. Clean drinking water system | 3. Lack of clean toilets,"1. Visiting houses in the village along with school teachers, self-help group members and local elected members to ensure maximum attendance of children in the school. | 2. Making a request to the Gram Panchayat Development Officers along with local elected members to construct a clean water unit and keep the toilets clean in the school.",120,VII Help Samsthe,en,"May 21, 2026, 10:04 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40971/1779381924-1000579618.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40971/1779381983-1000579603.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40971/1779382032-1000579600.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40971/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,j843wpwlbbghhpcytdequyglhq98x2k0
"40,972",Ground Realities: Education Challenges and Community Responses,Mahadevi ESS MM,"Dudda Grama, Dudda Grama Panchayiti, Mandya Talooku, Mandya Jille, Karnataka Rajya",Mandya,35,,30,5,2026-05-20,1. Maintaining cleanliness in schools | 2. Shortage of teachers in schools | 3. Prioritizing girls' education | 4. Avoiding child marriage,"1. Submitting a request to the local Panchayat Development Officers to maintain cleanliness in schools | 2. Submitting a request to the Gram Panchayat Development Officers and the Education Department to overcome the shortage of teachers in schools | 3. Creating awareness among the people of the village to give more importance to the education of girls | 4. To avoid child marriage, with the help of the Health Department, create awareness among the people of the village about the ill effects of child marriage, that is, to organize a rally with the members of the Sangha to make people aware of the importance of girls, who are the eyes of the family, and submitting a request to the local village Panchayat Development Officers in this regard",120,VII Help Samsthe,en,"May 21, 2026, 10:19 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40972/1779383287-1000580020.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40972/1779383297-1000580022.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40972/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,5t28shmyqo201ng2n10eeeuuj595e4xt
"40,973",Improving Education Through Community Support,sakamalavamma,"Chikka Vitane Naa Halli, Tegachakere Grama Panchayat, Channapatna Taluk, Ramnagar District",Ramanagar,20,5,5,10,2026-04-04,1. Children were informed about higher education.,1. To inform children about education with the help of senior students.,120,V Help,en,"May 21, 2026, 10:01 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40973/1779385018-IMG-20260521-WA0020.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40973/1779385039-IMG-20260521-WA0019.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40973/Improving_Education_Through_Community_Support.pdf,upyt50pz6y2qf7m13nein004aq2p4m7l
"40,975",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Gollara Doddi, Tegacha Kere, Gram Panchayat, Channapatna Taluk",Ramanagar,20,5,10,5,2026-04-04,1. Children were informed about English education.,1. The attention of the Taluk Education Officers was brought to,120,V Help,en,"May 21, 2026, 11:08 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40975/1779385445-IMG-20251206-WA0056.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40975/1779385462-IMG-20251206-WA0057.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40975/1779385479-IMG-20251206-WA0053.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40975/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,etvt26o9pbavd45xllmdukuzlfi5tysa
"40,976",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Bramanipur, Tegachakere, Grama Panchayiti, Channapatna Talooku, Ramnagar Jille",Ramanagar,25,5,15,5,2026-04-04,1. Awareness was raised about toilets in the school.,1. Panchayat development officers were informed,120,V Help,en,"May 21, 2026, 11:15 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40976/1779385971-IMG-20251127-WA0040.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40976/1779385993-IMG-20251127-WA0042.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40976/1779386013-IMG-20251127-WA0043.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40976/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,5rn8p0flykt5gdph6pu10c6aliz28eyq
"40,977",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Brahmanipur, Tegachakere Grama Panchayat, Ramnagar Jille",Ramanagar,20,5,10,5,2026-04-04,1. To provide information about English education,1. A letter was written to the education authorities.,120,V Help,en,"May 21, 2026, 11:25 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40977/1779386579-IMG-20251210-WA0109.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40977/1779386596-IMG-20251210-WA0110.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40977/1779386613-IMG-20251210-WA0111.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40977/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,atgs412tffp056pkm4lmzghs2qmmak8o
"40,978",Ground Realities: Education Challenges and Community Responses,Mamataa,"Zii Malligere Graama, Chaitan, Mandya Taluk, Mandya Jille, Karnataka Raajya",Mandya,24,2,15,7,2026-05-20,1. Maintaining cleanliness in school | 2. Low number of children | 3. Toilet repair,1. Submitting a request to the local Gram Panchayat officials to maintain cleanliness in the school | 2. Request to Gram Panchayat Development Officers and Education Department to address the shortage of teachers in schools,120,VII Help Samsthe,en,"May 22, 2026, 10:26 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779426731-1000536460.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779426796-1000536175.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779427022-1000536175.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779426863-1000536175.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779427073-1000536175.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779427108-1000536175.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779427153-1000536175.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779427184-1000536175.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779427207-1000536175.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779427243-1000536175.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779427275-1000536175.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779427296-1000536175.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/1779427327-1000536175.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40978/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,s3laqsthb8fvdo1rcdqhcx4ffs6jo2j9
"40,979",Ground Realities: Education Challenges and Community Responses,Mamataa,"G. Malligere Grama Panchayat, Mandya Jille, Karnataka",Mandya,21,3,15,3,2026-05-21,1. Low number of children in school | 2. Teacher shortage | 3. Priority given to girls' education,1. Submitting the house to Gram Panchayat Development Officers and Education to address the shortage of teachers in schools | 2. Creating awareness among the people of the village to give more importance to the education of girls,120,VII Help Samsthe,en,"May 22, 2026, 12:12 PM"," | https://mohini-static.shikshalokam.org/chatbot/storymedia/40979/1779433631-1000536948.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40979/1779433715-1000536939.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40979/1779433657-1000536942.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40979/1779433727-1000536948.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40979/1779433666-1000536939.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40979/1779433676-1000536942.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40979/1779433687-1000536948.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40979/1779433697-1000536945.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40979/1779433707-1000536942.jpg",https://mohini-static.shikshalokam.org/chatbot/storymedia/40979/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,gw3k5mf51ppfs9z61tqwxr7fiyir9arr
"40,980",Ground Realities: Education Challenges and Community Responses,sakamalavamma,"Baira Shettalli Singala Singaljipur Grama Panchayat, Nnapattana Talooku, Ramnagar Jille",Ramanagar Jille,19,5,10,4,2026-04-04,1. Information was provided about enrolling children in government schools.,1. Home visits were conducted with the help of senior students.,120,V Help,en,"May 22, 2026, 12:46 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40980/1779434623-IMG20251220125856.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40980/1779434647-IMG20251220125855.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40980/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,zajm41e523qp61dv5jfv0cnp3h2l7lln
"40,981",Ground Realities: Education Challenges and Community Responses,sakamalavamma,Kanive Dodda Singalachipur Grama Panchayat Channapatna Talooku Ramnagar Jille,Ramanagar,25,5,15,5,2026-04-04,1. Children were discussed about proper toilet facilities in school.,1. Panchayat development work was brought to his attention.,120,V Help,en,"May 22, 2026, 12:54 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/40981/1779435145-IMG20251218163027.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40981/1779435238-IMG20251218162513.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40981/1779435179-IMG20251218162648.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/40981/1779435210-IMG20251218162648.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/40981/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,375sts7vwjjthgigzjny2xuxhv784a65
